exercise_ssn,submission_id
00001-20604,151267098
00001-20604,151267102
00001-20604,151267194
00001-20604,151267238
00001-20604,151267244
00001-20604,151267270
00001-20604,151267280
00001-20604,151267297
00001-20604,151267302
00001-20604,151267322
00001-20605,151267415
00001-20605,151267509
00001-20605,151267512
00001-20605,151267513
00001-20605,151267519
00001-20605,151267550
00001-20605,151267585
00001-20605,151267675
00001-20605,151267691
00001-20605,151267712
00001-20605,151267731
00001-20605,151267760
00001-20605,151267828
00001-20605,151267845
00001-20605,151267891
00001-20606,150489900
00001-20608,150679855
00001-20609,150677156
00001-20609,150677178
00001-20610,150681373
00001-20611,150681337
00001-20612,150681702
00001-20613,150677195
00001-20614,151457227
00001-20615,151457099
00001-20616,151457158
00001-20616,151457167
00001-20616,151457180
00001-20617,151457289
00001-20617,151457299
00001-20617,151457310
00001-20618,151459155
00001-20618,151459229
00001-20618,151459247
00001-20618,151459253
00001-20619,151459447
00001-20619,151459458
00001-20619,151459472
00001-20620,151459565
00001-20621,151805340
00001-20621,151805342
00001-20622,151805441
00001-20622,151805489
00001-20623,151470302
00001-20623,151470330
00001-20623,151470341
00001-20623,151470397
00001-20623,151470446
00001-20623,151470483
00001-20624,150683542
00001-20625,150683494
00001-20625,150683501
00001-20625,150683509
00001-20625,150683524
00001-20643,151061296
00001-20644,151061330
00001-20645,151061339
00001-20646,151061359
00001-20647,151061371
00001-20647,151061373
00001-20648,151061743
00001-20649,151061768
00001-20651,151238519
00001-20651,151238526
00001-20652,151238795
00001-20652,151238801
00001-20654,151238838
00001-20655,151266076
00001-20656,151266125
00001-20660,151266457
00001-20660,151266465
00001-20661,151266428
00001-20665,150680386
00001-20666,150680437
00001-20666,150680452
00001-20666,150680474
00001-20666,150680483
00001-20666,150680485
00001-20667,150680504
00001-20667,150680516
00001-20667,150680523
00001-20668,150456892
00001-20668,150456908
00001-20668,150456940
00001-20669,150457014
00001-20670,150457125
00001-20670,150457138
00001-20670,150457174
00001-20670,150457192
00001-20670,150457266
00001-20670,150457309
00001-20670,150457337
00001-20670,150458678
00001-20670,150458710
00001-20670,150458719
00001-20670,150458730
00001-20670,150458753
00001-20670,150458835
00001-20670,150459060
00001-20670,150459083
00001-20671,150459170
00001-20673,150677331
00001-20673,150677353
00001-20673,150677358
00001-20679,151816630
00001-20679,151816635
00001-20717,151266319
00001-20717,151266351
00001-20717,151266367
00001-20717,151266399
00001-20718,151266516
00001-20756,150681768
00001-20756,150681776
00001-20756,150681789
00001-20756,150681823
00001-20756,150681828
00001-20756,150681834
00001-20756,150681845
00001-20757,150486625
00001-20757,150486652
00001-20758,150354724
00001-20758,150354752
00001-20768,150683625
00001-20768,150683661
00001-20768,150683672
00001-20768,150683676
00001-20768,150683689
00001-20769,150459320
00001-20769,150459396
00001-20769,150459428
00001-20787,151465613
00001-20787,151465622
00001-20787,151465639
00001-20807,150486293
00001-20808,150486303
00001-20808,150486311
00001-20808,150486330
00001-20809,150486341
00001-20810,150859878
00001-20812,150486382
00001-20813,150486398
00001-20814,150486443
00001-20815,150486509
00001-20816,150486551
00001-20817,150486563
00001-20818,150859742
00001-20819,150859725
00001-20819,150859728
00001-20820,150486776
00001-20820,150486782
00001-20820,150486813
00001-20820,150486831
00001-20820,150486847
00001-20820,150486909
00001-20820,150486947
00001-20820,150486962
00001-20821,150487029
00001-20822,150859795
00001-20822,150859813
00001-20822,150859823
00001-20822,150859829
00001-20822,150859840
00001-20822,150859846
00001-20828,150859974
00001-20840,151266552
00001-20840,151266560
00001-20841,151266633
00001-20841,151266648
00001-20842,151266723
00001-20843,151266770
00001-20844,151266904
00001-20845,151266951
00001-20845,151266960
00001-20845,151267047
00001-20845,151267053
00001-20845,151267059
00001-20847,150487407
00001-20848,150487278
00001-20848,150487324
00001-20848,150487328
00001-20871,150860005
00001-20871,150860021
00001-20872,150859963
00001-20873,150860082
00001-20873,150860096
00001-20874,150861199
00001-20874,150861208
00001-20875,150860741
00001-20875,150860761
00001-20875,150860807
00001-20875,150860815
00001-20875,150860828
00001-20875,150860833
00001-20875,150860903
00001-20876,150860956
00001-20876,150860970
00001-20876,150891893
00001-20876,150891906
00001-20877,150861006
00001-20877,150861020
00001-20878,150861044
00001-20879,150861083
00001-20879,150861099
00001-20880,150861128
00001-20881,150863155
00001-20881,150863190
00001-20882,150869304
00001-20882,150869322
00001-20883,150897263
00001-20883,150897281
00001-20884,150867421
00001-20884,150867444
00001-20884,150867450
00001-20884,150867480
00001-20884,150867497
00001-20884,150867508
00001-20884,150867556
00001-20884,150867563
00001-20884,150867587
00001-20884,150867591
00001-20884,150867610
00001-20884,150867621
00001-20884,150867651
00001-20884,150867668
00001-20884,150867714
00001-20884,150867788
00001-20884,150867811
00001-20884,150867826
00001-20884,150867837
00001-20884,150867865
00001-20884,150868007
00001-20884,150868071
00001-20884,150868082
00001-20884,150868093
00001-20884,150868105
00001-20884,150868134
00001-20884,150868257
00001-20884,150868286
00001-20884,150868303
00001-20884,150868336
00001-20884,150868355
00001-20884,150868429
00001-20884,150868537
00001-20884,150868549
00001-20884,150868559
00001-20884,150868564
00001-20884,150868657
00001-20884,150868682
00001-20884,150868693
00001-20884,150868711
00001-20884,150868759
00001-20884,150868764
00001-20884,150868773
00001-20884,150868783
00001-20884,150868860
00001-20884,150868871
00001-20884,150868907
00001-20884,150868919
00001-20884,150868950
00001-20884,150868967
00001-20884,150868990
00001-20884,150892013
00001-20884,150892029
00001-20884,150892970
00001-20884,150895719
00001-20884,150895733
00001-20884,150895753
00001-20884,150895862
00001-20884,150895894
00001-20884,150896040
00001-20884,150896074
00001-20884,150896096
00001-20884,150896128
00001-20884,150896276
00001-20884,150896353
00001-20884,150896753
00001-20884,150896879
00001-20889,150677084
00001-20890,151465741
00001-20890,151465743
00001-20891,151466048
00001-20891,151466052
00001-20892,151466065
00001-20893,151466101
00001-20893,151466107
00001-20894,151466138
00001-20894,151466151
00001-20894,151466179
00001-20894,151466237
00001-20895,150682778
00001-20896,150682804
00001-20897,150682833
00001-20897,150682842
00001-20897,150682862
00001-20898,150682884
00001-20899,150682940
00001-20899,150682951
00001-20899,150682961
00001-20901,150683030
00001-20920,150683097
00001-20921,150680187
00001-20922,150680152
00001-20922,150680160
00001-20923,150683804
00001-20923,150683899
00001-20923,150683951
00001-20923,150684071
00001-20923,150684204
00001-20923,150684259
00001-20923,150684278
00001-20923,150684301
00001-20923,150684327
00001-20923,150684337
00001-20923,150684804
00001-20923,150684832
00001-20923,150684870
00001-20924,150685346
00001-20924,150685387
00001-20924,150685391
00001-20925,151470941
00001-20925,151471008
00001-20925,151471289
00001-20925,151471311
00001-20926,151470641
00001-20926,151470660
00001-20926,151470672
00001-20927,151458665
00001-20928,151458760
00001-20928,151458790
00001-20929,151805399
00001-20930,151805671
00001-20930,151805728
00001-20930,151805751
00001-20930,151805755
00001-20930,151805772
00001-20931,151467939
00001-20931,151468095
00001-20931,151468122
00001-20931,151468171
00001-20931,151468203
00001-20931,151468323
00001-20931,151468356
00001-20931,151468488
00001-20931,151468635
00001-20931,151468679
00001-20931,151468897
00001-20931,151468943
00001-20931,151468998
00001-20931,151469016
00001-20931,151469118
00001-20931,151469204
00001-20932,151457462
00001-20933,151457906
00001-20933,151457932
00001-20934,150926471
00001-20934,150926522
00001-20934,150926665
00001-20934,150926723
00001-20934,150926746
00001-20934,150927103
00001-20934,150927157
00001-20934,151036656
00001-20934,151036727
00001-20934,151036736
00001-20934,151036871
00001-20934,151036888
00001-20934,151036949
00001-20934,151037036
00001-20934,151037075
00001-20934,151037255
00001-20934,151037268
00001-20934,151037271
00001-20934,151037403
00001-20935,151458048
00001-20935,151458131
00001-20935,151458235
00001-20936,151037537
00001-20936,151037543
00001-20936,151037568
00001-20936,151037582
00001-20936,151037629
00001-20936,151037655
00001-20936,151037662
00001-20936,151037677
00001-20936,151037763
00001-20936,151037774
00001-20936,151037787
00001-20936,151037796
00001-20936,151037879
00001-20936,151037900
00001-20936,151038090
00001-20936,151038105
00001-20936,151038207
00001-20936,151038220
00001-20936,151038228
00001-20936,151038249
00001-20937,151466751
00001-20937,151467159
00001-20937,151467175
00001-20937,151467204
00001-20937,151467221
00001-20937,151467230
00001-20937,151467317
00001-20937,151467338
00001-20937,151467376
00001-20937,151467437
00001-20937,151467497
00001-20937,151467513
00001-20937,151467564
00001-20937,151467582
00001-20937,151467590
00001-20938,151465170
00001-20938,151465236
00001-20939,151465380
00001-20939,151465390
00001-20940,151471443
00001-20941,150682608
00001-20941,150682620
00001-20942,150682704
00001-20942,150682715
00001-20943,151457373
00001-20944,150682361
00001-20944,150682371
00001-20944,150682385
00001-20944,150682390
00001-20944,150682412
00001-20944,150682422
00001-20944,150682445
00001-20944,150682492
00001-20945,151457577
00001-20945,151457608
00001-20945,151457624
00001-20946,150682552
00001-20950,150486466
00001-20952,150860062
00001-20952,150860070
00001-20960,150867025
00001-20960,150867080
00001-20960,150867157
00001-20960,150867188
00001-20960,150867224
00001-20960,150893035
00001-20963,150487078
00001-20963,150487094
00001-20963,150487108
00001-20965,150926171
00001-20965,150926231
00001-20965,150926251
00001-20965,150926255
00001-20967,150490031
00001-20968,150490061
00001-20969,150489956
00001-20969,150489968
00001-20969,150489980
00001-20970,150490174
00001-20970,150490216
00001-20971,150490315
00001-20971,150490345
00001-20971,150490363
00001-20972,150490436
00001-20972,150490466
00001-20973,150161619
00001-20974,150486527
00001-20975,150486358
00001-20975,150486369
00001-20977,150487612
00001-20977,150487618
00001-20978,150487789
00001-20979,150487684
00001-20980,150487914
00001-20980,150487935
00001-20980,150487955
00001-20980,150488081
00001-20980,150488122
00001-20980,150488134
00001-20980,150488147
00001-20980,150488165
00001-20980,150488222
00001-20980,150488237
00001-20981,150353415
00001-20982,150351340
00001-20982,150351352
00001-20983,150353516
00001-20983,150353525
00001-20983,150353655
00001-20983,150353772
00001-20983,150353886
00001-20983,150353907
00001-20983,150353921
00001-20983,150353938
00001-20983,150354059
00001-20983,150354113
00001-20983,150354162
00001-20983,150354221
00001-20983,150354234
00001-20984,150355241
00001-20984,150355251
00001-20984,150355264
00001-20985,150355322
00001-20985,150355392
00001-20985,150355411
00001-20985,150355419
00001-20985,150355653
00001-20985,150355719
00001-20986,150355944
00001-20986,150355962
00001-20986,150355999
00001-20986,150356017
00001-20987,150354864
00001-20987,150354900
00001-20987,150354915
00001-20987,150355011
00001-20987,150355025
00001-20987,150355036
00001-20987,150355100
00001-20987,150355124
00001-20987,150355139
00001-20988,150351944
00001-20990,150351986
00001-20991,150352069
00001-20991,150352197
00001-20991,150352221
00001-20992,150351866
00001-20992,150351880
00001-21010,150491518
00001-21010,150491528
00001-21011,150491777
00001-21011,150491789
00001-21011,150491803
00001-21011,150491809
00001-21012,150491956
00001-21013,150492237
00001-21013,150492253
00001-21014,151061846
00001-21015,151061662
00001-21015,151061665
00001-21015,151061675
00001-21016,151061727
00001-21134,151061000
00001-21136,151061020
00001-21136,151061024
00001-21140,151061058
00001-21142,151061106
00001-21144,151061127
00001-21146,151061144
00001-21148,151061156
00001-21150,151061191
00001-21152,151061214
00001-21152,151061227
00001-21152,151061235
00001-21152,151061241
00001-21153,151061779
00001-21153,151061785
00001-21154,151061810
00001-21154,151061830
00001-21191,152090091
00001-21191,152090095
00001-21191,152090098
00001-21208,150490533
00001-21209,152184683
00001-21209,152184688
00001-21209,152184689
00001-21209,152184691
00001-21209,152184694
00001-60053,150160093
00001-60053,150160099
00001-60053,150160110
00001-60053,150160113
00001-60055,150160375
00001-60055,150160395
00001-60094,150442387
00001-60098,150338755
00001-60102,150167483
00001-60106,150338701
00001-60108,150338705
00001-60110,150338709
00001-60114,150442190
00001-60122,150338734
00001-60125,150442402
00001-60125,150455446
00001-60126,150455600
00001-60126,150455602
00001-60126,150455606
00001-60126,150455687
00001-60126,150455689
00001-60127,150455949
00001-60136,150158625
00001-60136,150158634
00001-60137,150159635
00001-60138,150159644
00001-60154,150442151
00001-60159,150161797
00001-60163,150160621
00001-60163,150160624
00001-60166,150159538
00001-60167,150159553
00001-60169,150485138
00001-60169,150485158
00001-60169,150485160
00001-60169,150485170
00001-60169,150485174
00001-60170,150485185
00001-60171,150158664
00001-60172,150158985
00001-60172,150158993
00001-60172,150159056
00001-60172,150159066
00001-60172,150159148
00001-60172,150159256
00001-60173,150158853
00001-60174,150158893
00001-60175,150159621
00001-60175,150159630
00001-60176,150160453
00001-60177,150160411
00001-60179,150160060
00001-60180,150160148
00001-60180,150160166
00001-60180,150160233
00001-60180,150160234
00001-60181,150161770
00001-60181,150161778
00001-60181,150161781
00001-60181,150161784
00001-60183,150485196
00001-85016,150338738
00001-85016,150338742
00001-85016,150338744
00001-85016,150338747
317682-00024,150356174
317682-00024,150356196
317682-00024,150356208
317682-00024,150356245
317682-00024,150356282
317682-00358,150356096
317682-00361,150356339
317682-00362,150356427
317682-00363,150356596
317682-00363,150356642
317682-00363,150356669
317682-00473,150493466
317682-00473,150493571
317682-00473,150493617
317682-00473,150493657
317682-00473,150493690
317682-00473,150493796
317682-00473,150493865
317682-00473,150494371
317682-00473,150494425
317682-00473,150494482
317682-00473,150494565
317682-00473,150494698
317682-00473,150494754
317682-00473,150494787
317682-00473,150494837
317682-00474,150495403
317682-00474,150495427
317682-00474,150495443
317682-00474,150512155
317682-00475,150495837
317682-00475,150495857
317682-00475,150495949
317682-00475,150496116
317682-00475,150496165
317682-00475,150496198
317682-00475,150496355
317682-00475,150496391
317682-00475,150512248
317682-00476,150496697
317682-00476,150496828
317682-00476,150496866
317682-00476,150496918
317682-00476,150496980
317682-00476,150496992
317682-00476,150497039
317682-00476,150497069
317682-00476,150497221
317682-00476,150497258
317682-00476,150497286
317682-00476,150497327
317682-00476,150497340
317682-00476,150497356
317682-00476,150497368
317682-00476,150514412
317682-00476,150514989
317682-00476,150515899
317682-00476,150515997
317682-00476,150541390
317682-00476,150541522
317682-00476,150541547
317682-00476,150541607
317682-00476,150541774
317682-00476,150541851
317682-00476,150541879
317682-00476,150541972
317682-00476,150542060
317682-00476,150542095
317682-00476,150542126
317682-00476,150542149
317682-00476,150542200
317682-00476,150542219
317682-00476,150542241
317682-00476,150542263
317682-00476,150542312
317682-00476,150542442
317682-00476,150542514
317682-00476,150542723
317682-00476,150542757
317682-00476,150542791
317682-00476,150542825
317682-00476,150542871
317682-00476,150542905
317682-00476,150543683
317682-00476,150548959
317682-00476,150583671
317682-00476,150583696
317682-00476,150583706
317682-00476,150583804
317682-00476,150583824
317682-00476,150583927
317682-00476,150583976
317682-00476,150583986
317682-00476,150584002
317682-00476,150584101
317682-00476,150584436
317682-00476,150584928
317682-00476,150585177
317682-00476,150585460
317682-00476,150585533
317682-00476,150585567
317682-00476,150585724
317682-00476,150585771
317682-00476,150585799
317682-00476,150585934
317682-00476,150585975
317682-00476,150586175
317682-00476,150586290
317682-00476,150586321
317682-00476,150595232
317682-00476,150595250
317682-00476,150595264
317682-00476,150595284
317682-00476,150595335
317682-00476,150595343
317682-00476,150595361
317682-00476,150595379
317682-00476,150595455
317682-00476,150595572
317682-00476,150595616
317682-00476,150595656
317682-00476,150595900
317682-00476,150595920
317682-00476,150596110
317682-00476,150596127
317682-00476,150596139
317682-00476,150596172
317682-00476,150596193
317682-00476,150676523
317682-00476,150676583
317682-00476,150676608
317682-00476,150676652
317682-00476,151337000
317682-00476,151689326
317682-00476,151689328
317682-00476,151747129
317682-00476,151747195
317682-00476,151747204
317682-00476,151747213
317682-00476,151747227
317682-00476,151758594
317682-00476,151758750
317682-00477,150536162
317682-00477,150536541
317682-00477,150536580
317682-00477,150536616
317682-00477,150536659
317682-00477,150536734
317682-00477,150536803
317682-00477,150543279
317682-00477,150543364
317682-00477,150583309
317682-00477,150583344
317682-00479,151336276
317682-00479,151336302
317682-00479,151336315
317682-00479,151336326
317682-00479,151336373
317682-00479,151336387
317682-00479,151336391
317682-00479,151336395
317682-00479,151336407
317682-00479,151336417
317682-00479,151336760
317682-00479,151336766
317682-00480,151336529
317682-00480,151336544
317682-00480,151336579
317682-00480,151336585
317682-00480,151336617
317682-00480,151336619
317682-00480,151336708
317682-00480,151336718
317682-00480,151336730
317682-00480,151336738
317682-00480,151336743
317682-00480,151336797
317682-00481,151336871
317682-00481,151336956
317682-00481,151336961
317682-00482,151337104
317682-00482,151337258
317682-00482,151337302
317682-00482,151337333
317682-00482,151337372
317682-00484,150704746
317682-00484,150704758
317682-00484,150704772
317682-00484,150704996
317682-00485,151805887
317682-00485,151805890
317682-00485,151805893
317682-00485,151805902
317682-00485,151805904
317682-00485,151805905
317682-00485,151805912
317682-00485,151805918
317682-00486,150705142
317682-00486,150705159
317682-00487,151805959
317682-00487,151805963
317682-00487,151805969
317682-00487,151805981
317682-00487,151805986
317682-00488,151085862
317682-00488,151666051
317682-00488,151666444
317682-00488,151666503
317682-00488,151666519
317682-00488,151666531
317682-00488,151666561
317682-00488,151666569
317682-00488,151666580
317682-00488,151666621
317682-00488,151666669
317682-00488,151666860
317682-00488,151666884
317682-00488,151666918
317682-00488,151666997
317682-00488,151667053
317682-00488,151667056
317682-00488,151667130
317682-00488,151667134
317682-00488,151667435
317682-00488,151667451
317682-00488,151667608
317682-00488,151667682
317682-00488,151667691
317682-00488,151667711
317682-00488,151667718
317682-00488,151667753
317682-00488,151667796
317682-00488,151667805
317682-00488,151667808
317682-00488,151667813
317682-00488,151667817
317682-00488,151667824
317682-00488,151667827
317682-00488,151667841
317682-00488,151667847
317682-00488,151667853
317682-00488,151667884
317682-00488,151667889
317682-00488,151667894
317682-00488,151667905
317682-00488,151667909
317682-00488,151686103
317682-00488,151686166
317682-00488,151686183
317682-00488,151686213
317682-00488,151686229
317682-00488,151686238
317682-00488,151686265
317682-00488,151686404
317682-00488,151686496
317682-00488,151686572
317682-00488,151686676
317682-00488,151686746
317682-00488,151686777
317682-00488,151686828
317682-00488,151686843
317682-00488,151686886
317682-00488,151686909
317682-00488,151686923
317682-00488,151686933
317682-00488,151686951
317682-00488,151686973
317682-00488,151687012
317682-00488,151687763
317682-00488,151687777
317682-00489,151806269
317682-00489,151806277
317682-00489,151806348
317682-00490,150705401
317682-00490,150705416
317682-00490,150705441
317682-00490,150705458
317682-00490,150705485
317682-00491,151806534
317682-00491,151806540
317682-00493,151332384
317682-00493,151332397
317682-00493,151332407
317682-00494,151332879
317682-00494,151332927
317682-00494,151332941
317682-00494,151332957
317682-00494,151333021
317682-00494,151333029
317682-00494,151333044
317682-00494,151333110
317682-00494,151333170
317682-00494,151333228
317682-00495,150705958
317682-00495,150705994
317682-00495,150706013
317682-00495,150706100
317682-00495,150706197
317682-00495,150706214
317682-00495,150706531
317682-00495,150706863
317682-00495,150706941
317682-00495,150706974
317682-00495,150707217
317682-00495,150707603
317682-00495,150707764
317682-00495,150708460
317682-00495,150708556
317682-00495,150709026
317682-00495,150709075
317682-00495,150709107
317682-00495,150709162
317682-00495,150709174
317682-00495,150709191
317682-00495,150709220
317682-00495,150709284
317682-00495,150709316
317682-00495,150709330
317682-00495,150709346
317682-00495,150709391
317682-00495,150709488
317682-00495,150709509
317682-00495,150709531
317682-00495,150709662
317682-00495,150709695
317682-00495,150709735
317682-00495,150709772
317682-00495,150709792
317682-00495,150714823
317682-00495,150714883
317682-00495,150715932
317682-00495,150716127
317682-00496,151337511
317682-00496,151337551
317682-00496,151337660
317682-00496,151337673
317682-00496,151337684
317682-00496,151337711
317682-00496,151337719
317682-00496,151404866
317682-00496,151405170
317682-00496,151410953
317682-00496,151411034
317682-00496,151411175
317682-00496,151411197
317682-00496,151411308
317682-00496,151411349
317682-00496,151411365
317682-00496,151411526
317682-00496,151411566
317682-00496,151411577
317682-00496,151411915
317682-00496,151411935
317682-00496,151412993
317682-00496,151413023
317682-00496,151747243
317682-00496,151759111
317682-00496,151759773
317682-00496,151759784
317682-00496,151759928
317682-00496,151760001
317682-00496,151760139
317682-00496,151760151
317682-00496,151760166
317682-00496,151765541
317682-00496,151765560
317682-00496,151765922
317682-00496,151765931
317682-00496,151765980
317682-00496,151766309
317682-00496,151766318
317682-00496,151766331
317682-00496,151766419
317682-00496,151771621
317682-00496,151772276
317682-00496,151772541
317682-00496,151772591
317682-00597,149415060
317682-00597,149415070
317682-00597,149415074
317682-00598,149415256
317682-00599,149415264
317682-00600,149415268
317682-00601,149415395
317682-00602,149415494
317682-00603,149415499
317682-00603,149415501
317682-00605,149415680
317682-00605,149415683
317682-00605,149415685
317682-00605,149415689
317682-00606,149417526
00001-20503,150170108
00001-20504,150170282
00001-20504,150170372
00001-20504,150170400
00001-20504,150170446
00001-20504,150170464
00001-20504,150170536
00001-20504,150170771
00001-20504,150170814
00001-20504,150170837
00001-20504,150170875
00001-20504,150170901
00001-20504,150170918
00001-20504,150170928
00001-20504,150171180
00001-20504,150171189
00001-20504,150171199
00001-20504,150171270
00001-20504,150171302
00001-20504,150171343
00001-20504,150171368
00001-20504,150171389
00001-20504,150171509
00001-20505,150170180
00001-20506,150170622
00001-20506,150170643
00001-20506,150170728
00001-20507,150591027
00001-20508,150591325
00001-20509,150591611
00001-20509,150591644
00001-20509,150591656
00001-20509,150591679
00001-20509,150591698
00001-20509,150591709
00001-20509,150591750
00001-20509,150591787
00001-20509,150591801
00001-20509,150591821
00001-20509,150591932
00001-20509,150591985
00001-20509,150592017
00001-20509,150592034
00001-20510,150303656
00001-20511,150303670
00001-20511,150303694
00001-20512,150303908
00001-20513,150303714
00001-20513,150303740
00001-20514,150303808
00001-20515,150169464
00001-20519,150302315
00001-20519,150302335
00001-20522,150362513
00001-20522,150362540
00001-20522,150362550
00001-20523,150362598
00001-20523,150362602
00001-20524,150303415
00001-20524,150303442
00001-20525,150303530
00001-20525,150303548
00001-20527,150303505
00001-20527,150303512
00001-20528,150304037
00001-20528,150304054
00001-20528,150304061
00001-20528,150304076
00001-20528,150304094
00001-20528,150304101
00001-20528,150304128
00001-20528,150304141
00001-20529,150353234
00001-20529,150353248
00001-20529,151005385
00001-20530,150353269
00001-20531,150353278
00001-20532,150353292
00001-20533,150353544
00001-20534,150353586
00001-20534,150353606
00001-20535,150354689
00001-20536,150416580
00001-20537,150416607
00001-20538,150302129
00001-20538,150302165
00001-20539,150302199
00001-20540,150302292
00001-20541,150303560
00001-20541,150303581
00001-20542,150303604
00001-20543,150304209
00001-20544,150353675
00001-20545,150353705
00001-20546,150353735
00001-20546,150353742
00001-20547,150353770
00001-20548,150353799
00001-20548,150353817
00001-20549,150626557
00001-20549,150626570
00001-20550,150626577
00001-20551,150626607
00001-20551,150626620
00001-20551,150626627
00001-20552,150629047
00001-20552,150629062
00001-20553,150629076
00001-20554,151290721
00001-20554,151290730
00001-20554,151290753
00001-20554,151290757
00001-20554,151290766
00001-20555,150629096
00001-20555,150629102
00001-20556,150629149
00001-20557,150629173
00001-20558,150629200
00001-20558,150629203
00001-20558,150629223
00001-20559,150629260
00001-20559,150629268
00001-20559,150629274
00001-20559,150629281
00001-20560,150629298
00001-20560,150629304
00001-20560,150629308
00001-20561,150631397
00001-20561,150631400
00001-20562,150631448
00001-20562,150631476
00001-20562,150631515
00001-20563,150631639
00001-20563,150631648
00001-20564,150631705
00001-20564,150631736
00001-20564,150631745
00001-20564,150631769
00001-20564,150631780
00001-20565,150631963
00001-20565,150631976
00001-20565,150632003
00001-20565,150632012
00001-20566,150451321
00001-20567,150451328
00001-20568,150451337
00001-20571,150451371
00001-20571,150451388
00001-20571,150451407
00001-20571,150451414
00001-20572,150417311
00001-20572,150417330
00001-20573,150959159
00001-20574,150959189
00001-20575,150959219
00001-20576,150959292
00001-20590,152170443
00001-20590,152170445
00001-20591,150313394
00001-20591,150313408
00001-20592,150313459
00001-20592,150313483
00001-20593,150527910
00001-20593,150527931
00001-20593,150527953
00001-20593,150527965
00001-20594,150528461
00001-20594,150528474
00001-20595,150528509
00001-20596,150528655
00001-20596,150528686
00001-20596,150528769
00001-20596,150528787
00001-20596,150528807
00001-20596,150528903
00001-20596,150528925
00001-20596,150529007
00001-20596,150569409
00001-20596,150573809
00001-20596,150573832
00001-20596,150573838
00001-20596,150573854
00001-20596,150573867
00001-20596,150573879
00001-20596,150573893
00001-20596,150573904
00001-20596,150627005
00001-20596,150627018
00001-20596,150627020
00001-20596,150627033
00001-20596,150627041
00001-20596,150627059
00001-20597,150528980
00001-20598,150905124
00001-20598,150905149
00001-20598,150905166
00001-20599,150906346
00001-20599,150906370
00001-20599,150906390
00001-20599,150906409
00001-20600,150906441
00001-20600,150906469
00001-20601,150906491
00001-20601,150906511
00001-20601,150906518
00001-20601,150906528
00001-20601,150906538
00001-20601,150906558
00001-20601,150906563
00001-20601,150906589
00001-20601,150906638
00001-20602,150907056
00001-20602,150907086
00001-20602,150907108
00001-20602,150907124
00001-20602,150907133
00001-20602,150907179
00001-20602,150907236
00001-20602,150907257
00001-20602,150907282
00001-20602,150907323
00001-20602,150907345
00001-20602,150907367
00001-20602,150907391
00001-20603,150907741
00001-20603,150907748
00001-20603,150907838
00001-20604,151263627
00001-20604,151263637
00001-20604,151263657
00001-20605,151263689
00001-20605,151263696
00001-20605,151263715
00001-20605,151263733
00001-20605,151263744
00001-20605,151263761
00001-20605,151263837
00001-20606,150592547
00001-20606,150592574
00001-20606,150592653
00001-20608,150629010
00001-20608,150629017
00001-20609,150626733
00001-20609,150626735
00001-20610,150631582
00001-20611,150631548
00001-20612,150632044
00001-20613,150626765
00001-20614,151289209
00001-20615,151289163
00001-20615,151289167
00001-20616,151289186
00001-20616,151289189
00001-20617,151289238
00001-20617,151289245
00001-20617,151289251
00001-20617,151289257
00001-20618,151315628
00001-20618,151315633
00001-20619,151315687
00001-20620,151315742
00001-20621,151346732
00001-20621,151346769
00001-20621,151346774
00001-20621,151347737
00001-20622,151362026
00001-20622,151362083
00001-20622,151362097
00001-20623,151363518
00001-20623,151363633
00001-20623,151363675
00001-20623,151363705
00001-20623,151363715
00001-20623,151363732
00001-20623,151363762
00001-20624,150687676
00001-20625,150687618
00001-20625,150687637
00001-20643,150959132
00001-20644,150959327
00001-20645,150959348
00001-20646,150959416
00001-20647,150959479
00001-20648,150960936
00001-20648,150960939
00001-20649,150960990
00001-20649,150961085
00001-20649,150961123
00001-20649,150961189
00001-20649,150961221
00001-20649,150961234
00001-20649,150961297
00001-20649,150961302
00001-20651,151170681
00001-20652,151188623
00001-20652,151188634
00001-20652,151188636
00001-20652,151188642
00001-20652,151188651
00001-20652,151188660
00001-20652,151188663
00001-20652,151188735
00001-20652,151188739
00001-20652,151188744
00001-20652,151188751
00001-20652,151188753
00001-20652,151188759
00001-20652,151188763
00001-20654,151188814
00001-20654,151188820
00001-20654,151188825
00001-20655,151247908
00001-20655,151247924
00001-20655,151247932
00001-20655,151247935
00001-20655,151247938
00001-20655,151247945
00001-20655,151247949
00001-20655,151247961
00001-20655,151247964
00001-20655,151247968
00001-20655,152205070
00001-20655,152205071
00001-20655,152205072
00001-20656,151248063
00001-20660,151248292
00001-20660,151248302
00001-20661,151248262
00001-20665,150629639
00001-20666,150629674
00001-20667,150629739
00001-20667,150629755
00001-20667,150629773
00001-20668,150490155
00001-20668,150490162
00001-20668,150490172
00001-20668,150490217
00001-20668,150490289
00001-20668,150490301
00001-20668,150490331
00001-20668,150490367
00001-20668,150490397
00001-20668,150490422
00001-20668,150490443
00001-20668,150490596
00001-20668,150490626
00001-20668,150490824
00001-20669,150490959
00001-20669,150491009
00001-20669,150491022
00001-20669,150491069
00001-20670,150491141
00001-20670,150491235
00001-20671,150491361
00001-20673,150626804
00001-20673,150626825
00001-20673,150626834
00001-20673,150626853
00001-20673,150626871
00001-20673,150626878
00001-20673,150626883
00001-20673,150626920
00001-20673,150626927
00001-20673,150626931
00001-20673,150626948
00001-20679,151808831
00001-20679,151808853
